voteratio,NtoA_ratio,NtoB_ratio,AtoB_ratio,BtoA_ratio,A得票率,B得票率,逆転,投票率
51.96,24.45,75.55,1.44,4.49,54.65,45.35,0,75.98
52.8,15.37,84.63,4.15,1.65,49.55,50.45,1,76.4
45.8,24.42,75.58,9.02,1.53,51.67,48.33,0,72.9
46.3,22.17,77.83,9.86,0.78,50.3,49.7,0,73.15
53.72,23.64,76.36,5.84,2.8,51.69,48.31,0,76.86
46.9,18.65,81.35,5.51,4.03,51.8,48.2,0,73.45
54.48,23.49,76.51,2.8,3.83,53.07,46.93,0,77.24
54.46,23.54,76.46,1.21,2.7,53.59,46.41,0,77.23
51.6,15.68,84.32,2.74,2.73,50.78,49.22,0,75.8
44.15,16.46,83.54,9.07,4.36,50.1,49.9,0,72.08
56.42,24.93,75.07,7.75,0.34,50.34,49.66,0,78.21
59.93,22.54,77.46,8.18,2.4,49.08,50.92,1,79.97
55.52,17.37,82.63,8.34,2.55,47.95,52.05,1,77.76
46.44,21.34,78.66,7.78,3.76,51.62,48.38,0,73.22
51.76,21.01,78.99,9.58,1.59,49.19,50.81,1,75.88
48.36,16.0,84.0,4.04,3.74,51.25,48.75,0,74.18
41.08,22.53,77.47,1.6,0.24,55.43,44.57,0,70.54
54.5,16.16,83.84,6.12,1.85,48.59,51.41,1,77.25
53.27,16.22,83.78,9.19,4.88,48.07,51.93,1,76.64
58.89,18.67,81.33,2.67,4.38,50.62,49.38,0,79.45
56.61,21.49,78.51,8.56,4.94,49.58,50.42,1,78.31
49.56,21.25,78.75,6.9,0.07,50.63,49.37,0,74.78
41.48,15.42,84.58,9.07,1.34,49.79,50.21,1,70.74
51.69,23.23,76.77,2.12,0.57,53.2,46.8,0,75.85
42.74,15.99,84.01,5.8,3.74,51.77,48.23,0,71.37
55.73,21.15,78.85,7.27,1.62,49.56,50.44,1,77.86
44.86,22.21,77.79,7.65,2.62,52.05,47.95,0,72.43
41.26,16.15,83.85,5.68,1.41,51.76,48.24,0,70.63
44.14,16.36,83.64,5.25,4.95,52.05,47.95,0,72.07
51.02,16.98,83.02,9.46,4.35,48.57,51.43,1,75.51
50.6,22.89,77.11,3.97,4.1,53.14,46.86,0,75.3
43.35,18.95,81.05,2.59,1.56,53.62,46.38,0,71.67
49.8,24.84,75.16,5.06,2.43,53.11,46.89,0,74.9
50.88,20.18,79.82,5.94,0.35,50.51,49.49,0,75.44
44.32,20.95,79.05,2.37,0.37,53.87,46.13,0,72.16
55.27,19.08,80.92,3.1,3.6,51.17,48.83,0,77.64
43.82,20.57,79.43,4.17,4.77,53.9,46.1,0,71.91
47.66,22.21,77.79,5.3,4.32,52.94,47.06,0,73.83
45.58,23.21,76.79,3.41,1.68,54.06,45.94,0,72.79
48.15,15.65,84.35,7.77,1.42,48.95,51.05,1,74.08
50.01,21.63,78.37,2.05,2.29,53.37,46.63,0,75.0
47.02,19.97,80.03,1.67,2.84,53.78,46.22,0,73.51
59.3,19.69,80.31,2.79,2.77,50.57,49.43,0,79.65
41.73,21.21,78.79,4.24,3.11,54.2,45.8,0,70.87
46.62,23.14,76.86,3.89,0.25,53.29,46.71,0,73.31
48.71,24.01,75.99,7.4,3.47,52.15,47.85,0,74.36
55.88,17.92,82.08,0.1,1.93,51.65,48.35,0,77.94
45.14,17.57,82.43,4.7,0.48,51.52,48.48,0,72.57
51.95,17.64,82.36,0.26,0.22,52.02,47.98,0,75.98
45.54,22.51,77.49,5.19,3.92,53.45,46.55,0,72.77
52.67,17.57,82.43,6.61,1.48,49.17,50.83,1,76.33
59.9,24.34,75.66,5.35,1.47,50.83,49.17,0,79.95
58.51,24.0,76.0,5.79,4.53,51.32,48.68,0,79.26
53.93,21.97,78.03,2.98,4.2,52.64,47.36,0,76.96
41.29,22.64,77.36,8.12,0.72,52.29,47.71,0,70.65
56.75,19.59,80.41,6.12,3.28,49.65,50.35,1,78.37
43.23,16.52,83.48,4.47,2.38,52.17,47.83,0,71.61
40.28,21.35,78.65,3.71,1.73,54.55,45.45,0,70.14
48.42,22.76,77.24,7.64,0.36,51.06,48.94,0,74.21
51.11,17.49,82.51,2.33,1.42,51.44,48.56,0,75.56
50.78,18.44,81.56,5.85,3.77,50.67,49.33,0,75.39
53.67,16.64,83.36,5.19,4.16,49.81,50.19,1,76.83
42.4,23.98,76.02,6.3,3.4,53.92,46.08,0,71.2
52.01,24.53,75.47,6.07,3.7,52.38,47.62,0,76.0
49.91,18.11,81.89,3.85,0.53,51.03,48.97,0,74.96
53.06,21.42,78.58,0.72,0.89,53.0,47.0,0,76.53
52.64,20.44,79.56,2.68,4.62,52.59,47.41,0,76.32
48.01,18.29,81.71,9.56,0.45,48.8,51.2,1,74.0
47.12,18.62,81.38,3.02,0.95,52.3,47.7,0,73.56
46.53,24.02,75.98,4.97,0.92,53.21,46.79,0,73.27
56.32,22.86,77.14,6.45,1.95,50.5,49.5,0,78.16
44.91,24.14,75.86,5.09,3.9,54.13,45.87,0,72.46
58.09,24.45,75.55,4.14,3.04,52.01,47.99,0,79.05
58.93,16.65,83.35,0.8,2.3,50.3,49.7,0,79.46
49.79,23.79,76.21,9.31,4.23,51.14,48.86,0,74.89
50.45,22.2,77.8,7.98,1.84,50.63,49.37,0,75.22
45.38,18.75,81.25,7.0,1.75,50.99,49.01,0,72.69
56.4,24.27,75.73,8.14,1.68,50.19,49.81,0,78.2
54.73,23.18,76.82,3.47,3.05,52.46,47.54,0,77.37
45.75,23.66,76.34,6.51,3.18,52.98,47.02,0,72.87
40.76,17.83,82.17,3.06,1.37,53.66,46.34,0,70.38
51.02,17.57,82.43,9.41,3.09,48.54,51.46,1,75.51
47.88,20.02,79.98,5.18,0.7,51.51,48.49,0,73.94
40.68,23.03,76.97,3.99,3.55,55.19,44.81,0,70.34
53.95,24.95,75.05,3.23,1.23,52.98,47.02,0,76.97
57.56,22.24,77.76,8.58,3.62,49.43,50.57,1,78.78
45.87,21.45,78.55,6.11,3.8,52.58,47.42,0,72.94
40.86,24.96,75.04,4.57,4.14,55.54,44.46,0,70.43
54.4,22.8,77.2,6.14,3.27,51.22,48.78,0,77.2
43.82,19.11,80.89,4.65,3.16,52.89,47.11,0,71.91
40.91,17.14,82.86,5.17,0.81,52.26,47.74,0,70.46
50.36,15.79,84.21,9.87,1.77,47.6,52.4,1,75.18
47.62,20.99,79.01,4.62,2.19,52.45,47.55,0,73.81
43.67,15.31,84.69,0.09,3.09,53.97,46.03,0,71.84
47.86,19.72,80.28,2.37,4.42,53.5,46.5,0,73.93
57.87,24.36,75.64,7.56,0.6,50.03,49.97,0,78.93
41.49,23.47,76.53,9.59,4.14,52.49,47.51,0,70.75
47.82,20.88,79.12,7.56,3.76,51.29,48.71,0,73.91
57.18,16.61,83.39,6.61,4.19,48.43,51.57,1,78.59
42.52,18.5,81.5,1.59,0.51,53.96,46.04,0,71.26
53.33,24.97,75.03,9.42,0.1,50.06,49.94,0,76.66
43.29,19.37,80.63,7.05,1.81,51.64,48.36,0,71.64
53.68,15.65,84.35,7.13,0.34,47.83,52.17,1,76.84
52.15,21.84,78.16,3.57,0.34,51.92,48.08,0,76.07
54.54,21.1,78.9,6.15,3.9,50.71,49.29,0,77.27
43.73,22.56,77.44,6.79,1.48,52.57,47.43,0,71.87
58.56,17.71,82.29,4.92,1.19,48.74,51.26,1,79.28
54.52,23.64,76.36,1.96,4.17,53.56,46.44,0,77.26
49.07,15.5,84.5,8.17,3.9,49.01,50.99,1,74.54
42.01,21.54,78.46,2.97,4.18,55.08,44.92,0,71.0
52.7,16.48,83.52,6.87,3.96,49.16,50.84,1,76.35
41.99,17.76,82.24,5.54,2.75,52.4,47.6,0,70.99
43.52,17.96,82.04,5.72,1.42,51.72,48.28,0,71.76
59.05,22.47,77.53,8.88,2.87,48.99,51.01,1,79.52
44.64,20.2,79.8,6.17,2.54,52.17,47.83,0,72.32
50.05,18.39,81.61,8.41,1.94,49.25,50.75,1,75.03
52.38,18.21,81.79,8.43,0.73,48.47,51.53,1,76.19
56.19,17.98,82.02,2.7,0.64,50.2,49.8,0,78.1
56.16,15.4,84.6,1.46,0.61,49.83,50.17,1,78.08
53.69,22.04,77.96,7.79,2.35,50.16,49.84,0,76.85
49.36,24.36,75.64,0.67,2.29,55.07,44.93,0,74.68
56.62,18.82,81.18,9.5,1.56,47.55,52.45,1,78.31
48.32,17.27,82.73,1.99,0.89,52.06,47.94,0,74.16
57.25,23.51,76.49,6.35,4.88,51.18,48.82,0,78.63
47.7,22.66,77.34,6.2,3.01,52.39,47.61,0,73.85
45.05,20.23,79.77,4.13,2.16,53.0,47.0,0,72.52
40.13,20.17,79.83,8.27,2.59,52.15,47.85,0,70.06
50.7,20.66,79.34,2.1,0.37,52.5,47.5,0,75.35
55.23,17.81,82.19,3.48,0.33,49.93,50.07,1,77.62
49.18,18.36,81.64,3.77,0.99,51.41,48.59,0,74.59
40.49,17.82,82.18,6.56,2.95,52.32,47.68,0,70.24
51.04,23.01,76.99,2.17,3.88,53.88,46.12,0,75.52
41.44,18.94,81.06,0.5,3.52,55.54,44.46,0,70.72
44.55,21.1,78.9,2.89,2.55,54.06,45.94,0,72.27
48.62,24.82,75.18,1.1,3.66,55.44,44.56,0,74.31
41.47,17.61,82.39,5.18,4.01,52.93,47.07,0,70.74
54.05,16.38,83.62,2.23,1.76,50.52,49.48,0,77.02
50.04,23.48,76.52,5.34,2.91,52.58,47.42,0,75.02
54.02,23.78,76.22,8.18,3.83,50.82,49.18,0,77.01
54.91,22.8,77.2,8.26,0.17,49.57,50.43,1,77.45
54.61,17.41,82.59,8.57,4.66,48.45,51.55,1,77.31
48.46,16.04,83.96,9.42,3.55,48.66,51.34,1,74.23
46.22,15.75,84.25,6.73,2.21,50.08,49.92,0,73.11
44.19,19.69,80.31,2.55,4.84,54.35,45.65,0,72.1
57.61,18.96,81.04,3.95,0.9,49.76,50.24,1,78.81
41.95,23.79,76.21,6.31,2.31,53.72,46.28,0,70.97
53.94,22.09,77.91,1.27,4.27,53.47,46.53,0,76.97
57.21,23.86,76.14,9.25,4.13,49.88,50.12,1,78.61
50.6,22.5,77.5,4.88,2.64,52.3,47.7,0,75.3
59.05,20.03,79.97,5.95,0.65,48.95,51.05,1,79.53
46.75,23.85,76.15,9.78,4.49,51.55,48.45,0,73.37
41.58,16.06,83.94,5.74,1.75,51.69,48.31,0,70.79
54.36,18.77,81.23,4.02,4.47,51.0,49.0,0,77.18
46.52,23.9,76.1,9.15,1.23,51.25,48.75,0,73.26
44.25,23.4,76.6,2.25,4.69,55.59,44.41,0,72.12
48.56,15.13,84.87,3.97,4.69,51.14,48.86,0,74.28
51.55,15.44,84.56,2.01,0.38,50.59,49.41,0,75.77
56.01,17.37,82.63,6.47,4.05,48.98,51.02,1,78.01
53.35,20.0,80.0,0.68,0.62,52.42,47.58,0,76.68
40.78,19.6,80.4,8.01,3.67,52.2,47.8,0,70.39
52.08,24.65,75.35,4.88,0.15,52.25,47.75,0,76.04
45.56,15.71,84.29,4.07,0.4,51.13,48.87,0,72.78
42.41,19.93,80.07,3.46,2.29,53.87,46.13,0,71.2
46.43,20.94,79.06,2.57,4.15,54.07,45.93,0,73.22
51.56,19.08,80.92,7.7,0.17,49.15,50.85,1,75.78
45.67,24.36,75.64,8.17,0.97,51.96,48.04,0,72.83
50.72,23.14,76.86,7.14,4.7,51.85,48.15,0,75.36
44.94,23.66,76.34,6.51,0.74,52.64,47.36,0,72.47
59.46,18.58,81.42,9.89,0.55,46.59,53.41,1,79.73
44.28,16.78,83.22,1.79,0.02,52.8,47.2,0,72.14
59.5,21.6,78.4,2.38,3.75,51.61,48.39,0,79.75
56.57,19.29,80.71,5.63,4.42,50.01,49.99,0,78.28
52.11,24.81,75.19,1.4,1.03,54.08,45.92,0,76.05
43.11,15.91,84.09,6.47,4.19,51.42,48.58,0,71.55
47.67,15.73,84.27,7.76,3.11,49.43,50.57,1,73.84
54.83,16.93,83.07,0.68,4.03,51.68,48.32,0,77.42
41.51,18.94,81.06,2.25,2.49,54.44,45.56,0,70.75
45.43,21.55,78.45,2.0,4.46,54.82,45.18,0,72.71
45.8,21.29,78.71,1.35,2.11,54.48,45.52,0,72.9
40.42,16.88,83.12,7.28,1.27,51.35,48.65,0,70.21
43.76,18.15,81.85,0.02,3.56,54.95,45.05,0,71.88
59.13,24.28,75.72,2.9,1.14,51.95,48.05,0,79.57
56.6,19.63,80.37,9.61,1.51,47.79,52.21,1,78.3
51.98,15.49,84.51,4.79,4.09,49.96,50.04,1,75.99
43.57,15.37,84.63,0.28,0.32,53.35,46.65,0,71.78
51.21,19.75,80.25,0.35,1.88,53.19,46.81,0,75.6
53.11,18.68,81.32,2.65,4.33,51.84,48.16,0,76.56
45.53,19.3,80.7,0.08,0.47,54.2,45.8,0,72.76
42.5,19.54,80.46,6.8,1.01,51.83,48.17,0,71.25
57.19,21.67,78.33,4.22,1.21,50.77,49.23,0,78.59
48.07,24.1,75.9,5.36,4.05,53.39,46.61,0,74.03
47.16,21.64,78.36,2.53,1.08,53.52,46.48,0,73.58
56.43,24.27,75.73,3.92,0.21,51.79,48.21,0,78.22
54.49,15.38,84.62,6.8,1.17,47.88,52.12,1,77.25
40.42,17.41,82.59,8.13,4.57,51.79,48.21,0,70.21
53.03,20.68,79.32,7.49,2.11,49.9,50.1,1,76.52
57.16,18.81,81.19,5.36,4.56,49.86,50.14,1,78.58
43.18,17.84,82.16,1.06,3.7,54.53,45.47,0,71.59
41.38,22.37,77.63,7.36,3.01,53.05,46.95,0,70.69
54.97,17.93,82.07,8.01,0.18,47.95,52.05,1,77.49
54.97,19.02,80.98,8.81,0.11,47.96,52.04,1,77.49
58.96,17.23,82.77,9.44,2.01,46.65,53.35,1,79.48
43.05,20.16,79.84,3.07,1.54,53.82,46.18,0,71.52
53.63,20.69,79.31,4.15,1.59,51.21,48.79,0,76.82
50.18,15.11,84.89,2.48,0.45,50.59,49.41,0,75.09
56.13,15.48,84.52,2.12,0.06,49.46,50.54,1,78.06
42.9,15.48,84.52,1.12,2.3,53.57,46.43,0,71.45
59.1,24.11,75.89,8.34,3.75,49.99,50.01,1,79.55
43.06,18.77,81.23,3.41,1.8,53.29,46.71,0,71.53
56.84,16.47,83.53,8.45,0.16,46.86,53.14,1,78.42
57.74,21.78,78.22,3.31,1.61,51.19,48.81,0,78.87
40.81,24.52,75.48,8.62,3.85,53.36,46.64,0,70.4
57.88,23.87,76.13,2.95,2.71,52.29,47.71,0,78.94
44.62,19.79,80.21,4.03,4.86,53.57,46.43,0,72.31
46.4,21.09,78.91,5.45,1.34,52.16,47.84,0,73.2
41.31,16.66,83.34,9.02,4.12,50.81,49.19,0,70.66
51.04,18.46,81.54,8.95,2.69,48.97,51.03,1,75.52
44.58,15.06,84.94,3.01,0.9,51.79,48.21,0,72.29
41.07,22.74,77.26,6.17,1.99,53.6,46.4,0,70.54
51.54,16.12,83.88,2.55,3.69,51.23,48.77,0,75.77
45.55,15.76,84.24,9.42,1.83,48.87,51.13,1,72.78
52.51,18.51,81.49,2.97,3.17,51.53,48.47,0,76.25
44.78,20.23,79.77,8.34,1.35,50.85,49.15,0,72.39
42.87,15.36,84.64,2.91,4.11,53.04,46.96,0,71.44
45.73,16.47,83.53,1.62,1.81,52.8,47.2,0,72.86
43.05,23.66,76.34,3.22,0.89,54.66,45.34,0,71.53
50.51,19.14,80.86,1.47,4.16,53.08,46.92,0,75.25
51.55,23.19,76.81,2.42,3.63,53.68,46.32,0,75.77
48.69,16.23,83.77,2.14,3.29,52.05,47.95,0,74.34
46.54,16.83,83.17,5.95,2.72,50.83,49.17,0,73.27
50.32,16.87,83.13,2.47,4.41,51.95,48.05,0,75.16
59.08,23.85,76.15,7.03,4.95,50.7,49.3,0,79.54
48.14,15.18,84.82,6.75,0.0,49.0,51.0,1,74.07
45.97,24.39,75.61,5.4,3.9,53.85,46.15,0,72.99
50.53,22.76,77.24,4.57,3.94,52.8,47.2,0,75.26
58.4,17.91,82.09,2.55,2.4,50.12,49.88,0,79.2
52.84,18.61,81.39,8.33,4.74,49.35,50.65,1,76.42
47.77,22.2,77.8,8.07,1.68,51.07,48.93,0,73.88
42.16,18.58,81.42,8.2,1.85,51.1,48.9,0,71.08
53.41,24.2,75.8,3.0,2.99,53.27,46.73,0,76.71
48.3,17.48,82.52,5.83,1.05,50.35,49.65,0,74.15
54.07,17.99,82.01,4.51,1.65,50.02,49.98,0,77.04
59.97,21.17,78.83,8.33,4.94,48.98,51.02,1,79.99
57.69,23.29,76.71,7.37,1.04,49.84,50.16,1,78.85
54.87,19.5,80.5,7.65,4.96,49.61,50.39,1,77.44
53.25,19.97,80.03,7.85,0.16,49.06,50.94,1,76.63
59.7,22.42,77.58,9.76,1.86,48.28,51.72,1,79.85
55.9,15.46,84.54,0.97,3.78,50.74,49.26,0,77.95
44.97,22.68,77.32,5.47,0.16,52.71,47.29,0,72.49
56.48,20.35,79.65,7.0,0.85,49.11,50.89,1,78.24
40.55,19.43,80.57,7.05,3.14,52.57,47.43,0,70.27
47.55,19.23,80.77,3.74,3.75,52.63,47.37,0,73.77
40.28,21.54,78.46,9.5,0.59,51.47,48.53,0,70.14
58.69,19.46,80.54,5.53,0.72,49.01,50.99,1,79.35
50.17,16.99,83.01,3.8,3.23,51.16,48.84,0,75.08
50.5,16.66,83.34,2.01,4.73,52.11,47.89,0,75.25
55.45,22.68,77.32,2.27,0.37,52.17,47.83,0,77.72
59.16,20.26,79.74,1.33,1.7,51.25,48.75,0,79.58
42.05,16.08,83.92,6.77,0.23,50.75,49.25,0,71.02
56.5,19.49,80.51,2.94,3.5,51.12,48.88,0,78.25
44.18,20.52,79.48,9.05,0.28,50.5,49.5,0,72.09
56.11,15.89,84.11,8.62,2.17,47.11,52.89,1,78.05
43.97,24.46,75.54,3.3,2.75,55.06,44.94,0,71.98
59.38,16.48,83.52,0.62,4.92,50.72,49.28,0,79.69
45.49,17.12,82.88,4.49,3.17,51.96,48.04,0,72.75
51.54,21.94,78.06,5.95,4.08,51.71,48.29,0,75.77
42.42,16.47,83.53,0.82,2.21,54.12,45.88,0,71.21
59.27,17.11,82.89,0.88,0.12,49.95,50.05,1,79.64
58.44,15.15,84.85,6.15,0.19,47.09,52.91,1,79.22
51.55,16.59,83.41,4.44,4.41,50.66,49.34,0,75.77
53.17,24.82,75.18,9.04,0.05,50.19,49.81,0,76.58
53.66,17.25,82.75,9.8,1.31,47.37,52.63,1,76.83
44.45,24.1,75.9,8.58,1.5,52.03,47.97,0,72.22
41.68,19.6,80.4,6.29,3.38,52.78,47.22,0,70.84
56.54,21.31,78.69,1.7,4.42,52.5,47.5,0,78.27
59.83,23.16,76.84,5.44,3.52,50.75,49.25,0,79.91
55.38,24.52,75.48,7.25,3.11,51.12,48.88,0,77.69
53.97,19.47,80.53,7.64,4.05,49.6,50.4,1,76.98
41.0,20.43,79.57,5.24,3.97,53.83,46.17,0,70.5
59.94,19.82,80.18,4.83,4.29,49.88,50.12,1,79.97
59.5,20.9,79.1,4.07,1.81,50.24,49.76,0,79.75
57.94,16.49,83.51,8.37,4.98,47.61,52.39,1,78.97
56.14,23.06,76.94,5.75,0.53,50.65,49.35,0,78.07
49.29,15.24,84.76,3.61,4.46,51.12,48.88,0,74.64
46.73,15.56,84.44,8.0,0.12,48.87,51.13,1,73.36
40.13,19.23,80.77,0.41,0.31,55.32,44.68,0,70.06
47.61,21.76,78.24,1.61,3.59,54.41,45.59,0,73.8
40.9,20.55,79.45,0.5,0.32,55.47,44.53,0,70.45
54.84,16.0,84.0,2.46,3.84,50.51,49.49,0,77.42
41.7,23.78,76.22,1.68,3.66,56.35,43.65,0,70.85
55.68,15.37,84.63,4.68,0.62,48.48,51.52,1,77.84
59.86,21.17,78.83,2.23,2.57,51.22,48.78,0,79.93
46.91,17.29,82.71,0.88,1.58,53.07,46.93,0,73.45
55.66,22.34,77.66,5.23,2.9,51.16,48.84,0,77.83
41.78,20.52,79.48,0.52,1.19,55.41,44.59,0,70.89
52.31,16.23,83.77,1.09,0.07,51.04,48.96,0,76.16
47.05,23.91,76.09,1.17,0.42,54.78,45.22,0,73.53
41.3,18.16,81.84,6.44,1.21,51.92,48.08,0,70.65
47.6,15.13,84.87,8.4,4.7,49.28,50.72,1,73.8
51.18,19.52,80.48,8.9,1.9,49.17,50.83,1,75.59
53.35,24.75,75.25,6.39,3.81,52.09,47.91,0,76.67
44.2,22.26,77.74,4.14,4.08,54.21,45.79,0,72.1
44.0,21.56,78.44,1.86,1.56,54.62,45.38,0,72.0
54.3,17.39,82.61,1.04,1.92,51.39,48.61,0,77.15
58.47,22.99,77.01,8.85,2.02,49.13,50.87,1,79.23
58.76,24.23,75.77,0.83,4.51,53.55,46.45,0,79.38
48.06,23.64,76.36,9.81,3.01,50.92,49.08,0,74.03
57.55,17.93,82.07,2.56,3.16,50.45,49.55,0,78.78
53.81,17.55,82.45,8.05,3.88,48.74,51.26,1,76.91
54.78,23.3,76.7,5.02,3.64,51.91,48.09,0,77.39
52.93,24.43,75.57,5.96,2.17,51.93,48.07,0,76.47
45.68,23.67,76.33,1.33,1.04,55.05,44.95,0,72.84
50.59,22.78,77.22,6.68,2.76,51.58,48.42,0,75.29
52.74,16.75,83.25,0.07,4.66,52.49,47.51,0,76.37
44.75,23.53,76.47,7.33,2.53,52.61,47.39,0,72.38
56.08,24.04,75.96,7.18,3.16,50.88,49.12,0,78.04
41.38,16.44,83.56,9.16,3.56,50.54,49.46,0,70.69
59.0,15.49,84.51,9.19,0.59,45.84,54.16,1,79.5
51.63,20.69,79.31,2.51,2.87,52.62,47.38,0,75.82
48.11,20.97,79.03,6.53,3.76,51.75,48.25,0,74.06
46.36,16.36,83.64,5.41,2.97,51.03,48.97,0,73.18
52.56,18.72,81.28,7.67,4.32,49.67,50.33,1,76.28
40.22,17.83,82.17,6.49,4.42,52.74,47.26,0,70.11
55.92,19.66,80.34,5.19,1.52,49.91,50.09,1,77.96
44.93,24.81,75.19,8.11,1.27,52.34,47.66,0,72.47
42.5,19.39,80.61,7.93,1.89,51.41,48.59,0,71.25
44.93,21.01,78.99,3.38,0.08,53.2,46.8,0,72.46
46.58,18.38,81.62,9.47,3.51,49.79,50.21,1,73.29
49.64,23.18,76.82,0.78,2.64,54.63,45.37,0,74.82
58.07,15.09,84.91,7.98,0.93,46.47,53.53,1,79.04
58.66,20.02,79.98,2.69,4.09,51.11,48.89,0,79.33
47.06,22.54,77.46,1.44,3.02,54.74,45.26,0,73.53
45.2,16.51,83.49,0.21,1.05,53.46,46.54,0,72.6
59.07,24.02,75.98,5.74,2.52,50.87,49.13,0,79.54
53.69,20.52,79.48,8.76,2.39,49.19,50.81,1,76.85
42.29,16.77,83.23,6.87,0.37,50.88,49.12,0,71.14
42.39,21.86,78.14,1.35,0.51,55.11,44.89,0,71.2
58.12,20.0,80.0,1.93,3.66,51.46,48.54,0,79.06
47.48,21.89,78.11,5.6,4.83,52.84,47.16,0,73.74
50.48,22.75,77.25,2.52,0.42,53.06,46.94,0,75.24
52.54,15.56,84.44,2.02,0.71,50.46,49.54,0,76.27
49.93,24.67,75.33,7.63,0.02,51.35,48.65,0,74.97
42.87,17.71,82.29,3.04,3.04,53.46,46.54,0,71.43
50.24,15.17,84.83,5.56,3.93,49.86,50.14,1,75.12
43.92,15.67,84.33,6.98,4.42,50.95,49.05,0,71.96
48.71,20.99,79.01,6.46,3.54,51.62,48.38,0,74.36
49.84,19.29,80.71,1.98,2.7,52.75,47.25,0,74.92
42.99,18.31,81.69,2.71,2.16,53.58,46.42,0,71.5
43.4,18.34,81.66,6.2,4.95,52.37,47.63,0,71.7
45.41,18.09,81.91,1.35,1.51,53.45,46.55,0,72.7
56.87,15.29,84.71,4.85,2.4,48.46,51.54,1,78.43
53.39,15.34,84.66,4.48,1.28,49.18,50.82,1,76.69
56.5,15.4,84.6,5.05,1.8,48.38,51.62,1,78.25
45.9,17.67,82.33,3.45,0.75,52.04,47.96,0,72.95
40.05,23.97,76.03,3.84,3.07,55.57,44.43,0,70.02
41.17,23.91,76.09,2.93,0.56,55.23,44.77,0,70.58
46.73,22.2,77.8,3.15,0.27,53.33,46.67,0,73.37
48.04,21.31,78.69,7.49,4.68,51.6,48.4,0,74.02
51.13,20.93,79.07,5.03,1.47,51.36,48.64,0,75.57
48.3,15.12,84.88,6.71,0.09,48.98,51.02,1,74.15
54.98,18.93,81.07,7.07,2.19,49.11,50.89,1,77.49
43.6,18.82,81.18,0.17,4.97,55.42,44.58,0,71.8
41.1,22.06,77.94,6.56,0.78,52.95,47.05,0,70.55
42.58,20.43,79.57,8.42,0.86,51.24,48.76,0,71.29
40.72,24.19,75.81,8.34,2.88,53.21,46.79,0,70.36
50.76,20.35,79.65,7.51,4.88,50.77,49.23,0,75.38
48.99,24.63,75.37,9.04,4.68,51.77,48.23,0,74.49
58.67,21.45,78.55,4.0,0.75,50.42,49.58,0,79.34
45.56,22.22,77.78,1.97,0.59,54.22,45.78,0,72.78
49.59,18.02,81.98,3.93,4.59,51.85,48.15,0,74.79
56.88,15.29,84.71,0.7,0.81,50.01,49.99,0,78.44
57.09,21.96,78.04,3.4,3.97,51.79,48.21,0,78.54
48.52,22.88,77.12,4.92,2.24,52.74,47.26,0,74.26
44.82,24.28,75.72,1.4,4.32,56.07,43.93,0,72.41
58.52,23.0,77.0,1.42,1.08,52.23,47.77,0,79.26
46.49,21.46,78.54,7.7,3.99,51.73,48.27,0,73.25
45.92,20.51,79.49,1.55,1.01,53.89,46.11,0,72.96
58.88,16.28,83.72,6.97,4.52,47.87,52.13,1,79.44
59.45,22.39,77.61,5.38,2.39,50.34,49.66,0,79.72
41.69,23.38,76.62,1.97,4.62,56.29,43.71,0,70.85
53.53,19.97,80.03,1.31,3.76,52.7,47.3,0,76.77
43.86,18.1,81.9,2.94,2.63,53.29,46.71,0,71.93
41.44,15.72,84.28,6.32,0.02,50.97,49.03,0,70.72
44.81,24.2,75.8,0.39,3.39,56.34,43.66,0,72.41
50.09,18.11,81.89,7.72,0.42,49.17,50.83,1,75.04
53.77,18.1,81.9,7.25,2.34,49.01,50.99,1,76.89
46.17,24.07,75.93,6.56,2.19,52.8,47.2,0,73.08
44.32,24.3,75.7,7.5,1.54,52.65,47.35,0,72.16
47.55,15.9,84.1,3.66,1.18,51.07,48.93,0,73.78
52.1,22.86,77.14,6.49,0.45,50.95,49.05,0,76.05
49.64,21.19,78.81,7.6,3.84,51.02,48.98,0,74.82
54.53,23.57,76.43,6.26,4.16,51.59,48.41,0,77.26
52.01,22.94,77.06,4.82,0.64,51.8,48.2,0,76.0
41.53,24.74,75.26,7.61,0.65,53.1,46.9,0,70.77
54.2,17.58,82.42,9.17,2.66,47.93,52.07,1,77.1
40.45,15.88,84.12,2.77,2.95,53.66,46.34,0,70.23
58.6,22.39,77.61,4.84,3.93,51.02,48.98,0,79.3
57.75,22.43,77.57,6.45,2.89,50.27,49.73,0,78.87
44.39,15.27,84.73,3.69,3.55,52.12,47.88,0,72.19
46.44,15.89,84.11,0.17,1.73,53.11,46.89,0,73.22
44.56,23.29,76.71,9.09,0.1,51.22,48.78,0,72.28
42.48,25.0,75.0,9.92,2.7,52.28,47.72,0,71.24
41.42,16.72,83.28,5.6,1.75,51.99,48.01,0,70.71
40.15,15.97,84.03,7.12,4.25,51.87,48.13,0,70.08
56.84,15.85,84.15,2.4,1.95,49.68,50.32,1,78.42
47.22,17.74,82.26,8.91,3.96,49.81,50.19,1,73.61
56.75,21.98,78.02,5.18,4.93,51.25,48.75,0,78.37
47.31,21.37,78.63,3.72,4.92,53.62,46.38,0,73.65
56.41,20.22,79.78,8.41,3.5,48.95,51.05,1,78.21
51.61,21.82,78.18,1.24,1.84,53.39,46.61,0,75.81
